Price,district,Area,Address,Number of bedrooms,Number of bathrooms,New_content,Floor,NumOfConvient,district_encoded
6000000000.0,Bình Thạnh,55.0,"Đường Võ Duy Ninh, Phường 22, Quận Bình Thạnh",4.0,4.0,"NHÀ 3 TẦNG 4PN 55M2 GIÁP Q1 NGAY VÕ DUY NINH P22 BÌNH THẠNH 6 TỶ Kết cấu nhà 3 tầng với 4 phòng ngủ, 4 toilet, không gian thoáng mát. Đang cho thuê dòng tiền 15tr tháng. Khu dân cư đông đúc, gần chợ phường 22, chợ Thị Nghè tiện sinh hoạt mua sắm, trường học các cấp tiểu học và THCS Cửu Long, THPT Đông Đô... Hẻm thông Xô Viết Nghệ Tĩnh, Nguyễn Hữu Cảnh dễ di chuyển về các quận trung tâm. Khu vực an ninh, camera 2424, hàng xóm thân thiện, sạch sẽ. Pháp lý sạch, công chứng ngay. Liên hệ Huy xem nhà trực tiếp.",3,2,1
5700000000.0,Bình Thạnh,43.0,"Đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh",2.0,4.0,"trung tâm phường 17, hẻm xe hơi, nhà 1 trệt, 1 lầu, sân thượng chỉ 132tr/met bán nhà Bình Thạnh, trung tâm phường 17, đường Trần Văn Khê 3 tầng, hẻm xe hơi tổng diện tích 43m2, ngang 3,8m dài 11,3 kết cấu nhà 1 trệt, 1 lầu, sân thượng BTCT, 2PN, 2WC, phòng ăn, nhà bếp... xung quanh tiện ích đầy đủ, dân trí cao hướng giao thông thuận tiện, chỉ 3 phút là đặt chân tới Quận 1 sổ hồng vuông vức, hoàn công đầy đủ, công chứng trong ngày L H Em Quang rất vui lòng để được hỗ trợ quý Anh, Chị",2,0,1
5950000000.0,Phú Nhuận,49.0,Hoàng Hoa Thám,4.0,4.0,"Nhà Xe Hơi Vào Đầu Ngõ Hoàng Hoa Thám, Phường 5, Phú Nhuận, 49m2, 3 Tầng, Nhỉnh 5 Tỷ Nhà sát mặt tiền hẻm xe hơi thông Hoàng Hoa Thám, Thích Quảng Đức, Nguyễn Thượng Hiện ngay chợ cây Quéo. Kết cấu 1 trệt 2 lầu 4 PN, 3 WC, sân thượng, Nhà mới đẹp, Chủ tặng toàn bộ nội thất cho chủ mới, Sổ đẹp vuông vức. Hoàn công đầy đủ. Công chứng ngay Giá 5.95 tỷ thương lượng chính chủ. Liên hệ NGAY Xuân Nghi để xem nhà miển phí 0987581589",3,2,8
6800000000.0,Bình Thạnh,95.0,"Nguyễn Văn Đậu - Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",3.0,3.0,"Nhà ngộp Nguyễn Văn Đậu ,P5, Bình Thạnh,95m2,,2 tầng,3PN, Giá 6,8 tỷ Nhà đang ngộp nặng ,gấp bán , nfay Nguyễn Văn Đậu ,Phường 5, Bình Thạnh tuyến đường thông Hoàng Hoa Thám , Phan Đăng Lưu , Chợ Bà Chiểu ,gần các trường Đại gọc , bệnh viện ... Diện tích 95m2 , nở hậu 8m ,dài 25m , 1 trệt 1 lầu , 1 Phòng thờ , PK ,3PN có thể cải tạo thành 4 PN , sân để xe rông rãi, Xe hơi vào nhà . Giá rất tốt chỉ 6,8 tỷ thương lượng mạnh. Pháp lý chuẩn ,công chứng ngay.",2,2,1
6000000000.0,Bình Tân,101.0,Ấp chiến lược,3.0,3.0,"HẠ 500TR, BÁN NHÀ HXH ẤP CHIẾN LƯỢC, BÌNH TÂN, 101M2 NHÀ MỚI Ở NGAY, CHỈ 6 TỶ TL Mô tả ???? Diện tích 101m2, ngang bề thế 7m. ???? Kết cấu 2 tầng, 3PN, 2WC, view ban công cafe, giếng trời thoáng mát. ???? Hẻm xe hơi đến cửa, an ninh, sạch sẽ. ???? Khu dân cư đông đúc, tiện ích xung quanh không thiếu gì, thuận tiện di chuyển. ???? Sổ hồng chính chủ, vuông vắn, công chứng trong ngày. Chủ ngợp bank 5.4 tỷ cần bán gấp để trả nợ, chào chỉ 6 tỷ thương lượng. ______________________ ???? Hãy gọi xem nhà ngay 0354 299 320",2,0,2
9500000000.0,Tân Bình,76.0,"Ba Vân, P.14, Tân Bình",3.0,3.0,"Nhà mặt tiền kinh doanh, hẻm ô tô tránh Ba Vân, Bàu Cát, 9.5 tỷ Nhà xây trệt 1 lầu, gồm 3 phòng ngủ, 3 vệ sinh, sân để ô tô. Hẻm rộng 8m xe hơi tránh, hẻm nhiều công ty, kinh doanh đa ngành. Vài bước ra mặt tiền đường Ba Vân. Khu dân trí cao, an ninh. Vị trí liền kề Bàu Cát, tiện ích Nhà hàng, Shop, Cafe, Quán ăn, Hotel, Rạp phim Galaxy Nguyễn Hồng Đào,.. Sổ nở hậu rộng, pháp lý chuẩn. Công chứng ngay. Liên hệ anh Võ 0909 100 817. Không tiếp trung gian.",2,1,22
1500000000.0,Quận 12,16.0,Thành phố Hồ Chí Minh,2.0,2.0,"Chỉ 1.5 tỷ có nhà SHR Lê Văn Khương,Q.12, 2PN, 2WC, hẻm 3m, không quy hoạch Chỉ 1.5 tỷ có nhà SHR Lê Văn Khương,Q.12, 2PN, 2WC, hẻm 3m, không quy hoạch Vị trí Lê Văn Khương, Hiệp Thành, Quận 12. Hẻm 3m, thoáng sạch đẹp, khu an ninh. DT 16m2, ngang 3.5m nở hậu, DTSD 40m2, nhà mới. Kết cấu 1 trệt 1 lầu gác, 2PN, 2WC, phòng khách, bếp. Sổ hồng riêng, hoàn công đủ, pháp lý chuẩn. LH 0902177052",2,1,12
5200000000.0,Bình Thạnh,72.0,Phan Chu Trinh ,3.0,3.0,"Nhà hẻm oto ngay Phan Chu Trinh, phường 13, Bình Thạnh Nhà hẻm oto ngay Phan Chu Trinh, phường 13, Bình Thạnh Diện tích 4,5m x 16m 72m² Kết cấu 1 trệt 1 lửng 3 lầu, gồm gara xe hơi,1 phòng bếp, 1 phòng khách, 4 phòng ngủ 6wc, có phòng xông hơi bồn tắm massage, phòng thờ phòng giặt và sân thượng trước sau Nhà đầy đủ tiện nghi ti vi 75 inch, tủ lạnh 4 cánh, 4 máy điều hoà đời mới tiết kiệm điện, bếp từ hiện đại, chỉ việc xách vali vào ở Tình trạng pháp lý sổ hồng riêng, cam kết nhà y như trong hình Giá 4,2tỷ thương lượng ???????????????? Liên hệ ngay để được hỗ trợ trực tiếp",4,1,1
6700000000.0,Quận 12,120.0,Thành phố Hồ Chí Minh,2.0,2.0,"Mặt tiền Hiệp Thành 18, 5.3x23m, sổ vuông, dòng tiền 15 triệu, chỉ hơn 50 triệu/m2 Mặt tiền Hiệp Thành 18, 5.3x23m, sổ vuông, dòng tiền 15 triệu, chỉ hơn 50 triệum2 Pháp lý chuẩn, sổ hồng riêng, sổ vuông nở hậu, không quy hoạch. Nhà mặt tiền kinh doanh. Đang cho thuê với thu nhập 15tr. Gần chợ Hiệp Thành, Nguyễn Ảnh Thủ, Dương Thị Mười, Lê Văn Khương, Tiện ích xung quanh đủ đầy, trường học đủ các cấp, khu dân cư đông. Hiện trạng cấp 4, tiện xây sửa mới. DT 120m2, ngang 5.1 nở hậu 5.4m, sổ vuông thẳng tắp, 6,7 tỷ thương lượng. LH 0902177052",1,3,12
4700000000.0,Bình Thạnh,70.0,Điện Biên Phủ,2.0,2.0,"HÀNG HOT! hẻm 5m 1 trệt+1lầu DT: 5x14m hẻm 57/Điện Biên Phủ-Sổ sẵn ,gần ĐH Kinh Tế Nhà chính chủ hẻm 57 Điện Biên Phủ, 1 trệt 1 lầu, 2PN, 2 toilet, 1 phòng quần áo. DT 5x14m DTSD 57,5m² diện tích sàn 115,8 m². Hẻm ba gác 3m, đường thông hẻm, khu an ninh. Vị trí đi ra Quận 1 chỉ 15 giây chạy xe. Nhà mới xây sửa lại gần 1tỷ, nhà được thiết kế nhà thông minh, điều khiển trên điện thoại tất cả mọi chức năng. Nhà ở lâu năm chính chủ, có thể vào ở ngay hoặc cho thuê lại..! Miễn tiếp môi giới! Giá 4tỷ7 thương lượng cho khách thiện chí! Hẹn trước khi đến xem nhà 1 ngày để sắp xếp vì đi làm.",2,1,1
4600000000.0,Quận 12,110.0,Thành phố Hồ Chí Minh,5.0,5.0,"110M2 Nguyễn Ảnh Thủ, HXT 6M, DÃY TRỌ cho thuê 12 triệu/tháng, chỉ hơn 30 triệu/m2 110M2 Nguyễn Ảnh Thủ, HXT 6M, DÃY TRỌ cho thuê 12 triệutháng, chỉ hơn 30 triệum2 Hiện trạng cấp 4, tiện xây sửa mới, có 5 phòng cho thuê12 triệu tháng. Sổ hồng riêng, vuông, không quy hoạch. Hẻm xe tải 6m, tương lai mở đường 20m. Vị trí P. Hiệp Thành, Nguyễn Ảnh Thủ, TRần Thị Hè, KCN Tân Thới Hiệp, Khu vực kinh doanh buôn bán nhộn nhịp, cách chợ 300m, đủ trường học các cấp. LH 0902177052 4.6 TỶ",1,2,12
4300000000.0,Bình Thạnh,60.0,"Bạch Đằng, P.15, Q.Bình Thạnh",3.0,2.0,"Đi nước ngoài, bán nhà ngay Bạch Đằng, Bình Thạnh. Giá 4.3 tỷ/60m2, sổ hồng riêng, hẻm 8m Bán căn hẻm ô tô ngay Bạch Đằng, Phường 15, Bình Thạnh. Giá 4.3 tỷ. Còn thương lượng Diện tích 60m2. Sổ hồng riêng, sang tên công chứng ngay trong ngày. Kết cấu 1 trệt 2 lầu, 3 phòng vệ sinh, 3 phòng ngủ... Tiện ích đầy đủ gần chợ, trường học, công viên, bệnh viện, thuận tiện đầu tư kinh doanh và buôn bán. Liên hệ ngay để được hỗ trợ tư vấn.",3,3,1
7400000000.0,Phú Nhuận,36.0,"Đường Hồ Biểu Chánh, Phường 11, Quận Phú Nhuận, TP. HCM",3.0,5.0,"0903383017 NHÀ MẶT TIỀN Hồ Biểu Chánh , Phường 11 Phú Nhuận Mô tả . Nhà cực xinh được KTS có tiếng thiết kế và giám sát. . Nội thất cao cấp tỉ mỉ từng chi tiết. . Nhà 1 Trệt 1 Lửng 3 Lầu, Sân Thượng 3PN 5WC . DT 4 x 9m chuẩn mực. . Xe hơi đỗ cửa. Thông thương Lê Văn Sỹ Trần Quang Diệu Huỳnh Văn Bánh. . Hướng Đông. . Sổ hồng chính chủ, công chứng ngay.",4,2,8
3000000000.0,Thủ Đức,41.0,"Thủ Đức, Hồ Chí Minh",3.0,2.0,"QUÁ RẺ CHỈ DƯỚI 3 TỶ - ĐẦY ĐỦ CÔNG NĂNG - NGAY GẦN CHỢ HIỆP BÌNH - HẺM XE HƠI VỊ TRÍ ĐẸP Gần chợ Hiệp Bình, siêu thị, trường học, Giga Mall Diện tích 41m2 Nhà 1 trệt, 1 lầu, 3PN, 2WC. hẻm sạch sẽ, thoáng Pháp lý chuẩn, sổ hồng riêng, chính chủ công chứng ngay GIÁ CHỈ 2.95 tỷ LH EM SƠN AC XEM NHÀ VUI LÒNG GỌI EM TRƯỚC 60 PHÚT XIN CẢM ƠN",2,3,21
6000000000.0,Bình Thạnh,14.0,"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh",2.0,2.0,"CHÚ 6 NGỘP BANK RA GẤP HẺM 5M PHAN VĂN TRỊ BÌNH THẠNH 4X14M2-2LẦU-GIÁ 6TỶ SỔ CHÍNH CHỦ Diện tích 56m² 4m x 14m nở hậu nhẹ, nhà mới đẹp mang vali vào ở ngay Kết cấu nhà 1 trệt 2 lầu, 3PN 3WC Tầng trệt có bếp kệ bếp phòng khách, trên lầu là phòng ngủ wc Tiện ích Nhà xây dựng kiên cố, bê tông cốt thép. Nhà thích hợp mua ở lâu dài, cho thuê hoặc đầu tư kinh doanh Giáp các quận Phú Nhuận, Thủ Đức, Gò Vấp...Nằm gần các đường như đường Trần Bình Trọng, Nguyễn Thượng Hiền,... Giá 6 tỷ còn thương lượng Ngân hàng hỗ trợ vay 65 LIÊN HỆ EM ĐỂ ĐƯỢC HỖ TRỢ ĐI XEM NHÀ THỰC TẾ",3,0,1
4099999999.9999995,Tân Phú,53.0,"Đường Lý Tuệ, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",3.0,2.0,"0932898908 Mô tả Vị trí tuyệt đẹp trung tâm Tân Phú, gần trung tâm thương mại Aeon Mall Tân Phú, chợ Tân Hương, nơi hội tụ mọi tiện ích bủa vây xung quanh. Nhà 1 trệt 1 lầu kiên cố...tổng 2PN 2WC, có 1PN dưới đất, trên lầu chủ để thông sàn có thể ngăn ra 2 PN, cách vài bước chân ra hẻm ôtô đậu , khu vực an ninh, yên tĩnh dân trí cao... Pháp lý chuẩn, sổ vuông như tờ A4 nở hậu nhẹ tài lộc, hoàn công đủ.",2,2,23
5250000000.0,Bình Thạnh,60.0,Xô Viết Nghệ Tỉnh,4.0,4.0,"Nhà 2 Mặt Tiền Hẻm Xe Hơi Thông Xô Viết Nghệ Tỉnh, Phường 21, Bình Thạnh, ngang 4 x 15, 2 Tầng, Nhỉnh 5 Tỷ Nhà 2 Mặt Tiền Hẻm Xe Hơi Thông Xô Viết Nghệ Tỉnh, P.21, BThạnh, 4 x 15, 2 Tầng, Nhỉnh 5 Tỷ. Chính chủ bán gấp để đi Mỹ, Nhà 2 mặt hẻm xe hơi Xô Viết Nghệ Tỉnh trung tâm Bình Thạnh thông các tuyến đường Điện Biên Phủ, Bạch Đằng, Nguyễn Văn Lạc, Phạm Văn Hân thuận tiện di chuyển quận 1, quận 3, quận 10, đi sân bay Tân Sơn Nhất chỉ 3 đến 10 phút. Kết cấu nhà đúc kiên cố, 1 trệt, 1 lầu, 3 PN, 3WC, Sân đậu xe rộng thoáng, phòng khách , bếp , ban công Diện tích 4 x 15 chuẩn sổ . Sổ hồng riêng chính chủ 1 đời, hoàn công đầy đủ công chứng ngay. Giá 5.25 tỷ thương lượng chính chủ. Liên hệ NGAY Xuân Nghi để xem nhà miển phí 0987581589",2,1,1
7880000000.0,Bình Tân,100.0,Thành phố Hồ Chí Minh,4.0,3.0,"'Biêt thự đẹp 3tầng 6x17m, giá rẻ 7.88 t.ỷTL- Tân Hoà đông-Bình Tân- Q6 BÌNH TÂN GIÁP TÂN PHÚ, KỀ QUẬN 6, GÂN MT TIỀN TÂN HOÀ ĐÔNG HXT TRÁNH 10m Ô TÔ NGỦ NHÀ. Nhà biệt thự 3 tầng, gần 100m2 Ngang 6m,vừa ở, mở Vp kinh doanh, công năng đầy đủ, Nội thất cao cấp, sang trọng. Nội khu rất yên tĩnh. Giá chỉ 7 t.ỷ 88, TL mạnh, Sổ Chuẩn 6x17m Lh 0938059388.Nhà Phố SG Tiện ích ????Hẻm nhựa xe tải tránh 10hu vực dân trí cao, an ninh, hàng xóm toàn nhà cao tầng. ????Vị trí trung tâm, giáp ranh Tân Phú, gần đường Pha Anh, Tân Hoà Đông, kinh duong vương, Bà hom,.. ????Tiện ích xung quanh đầy đủ, gần chợ Phú Lâm, , siêu thị Coopmart, trường học các cấp, vòng xoay Phú Lâm. sàng công chứng.",3,3,2
4500000000.0,Bình Thạnh,75.0,"Đường Phạm Văn Đồng, Quận Bình Thạnh, TP. HCM",3.0,3.0,"Chỉ 4tỷ5 có liền nhà Ở Đặng Thuỳ Trâm- Bình Thạnh với DT 5x11m2 Sổ riêng-2lầu+3pn. BÁN CĂN NHÀ Ở Đ.ĐẶNG THÙY TRÂM P13 BÌNH THẠNH GẦN TRƯỜNG THPT TRẦN VĂN GIÀU CÁCH CÔNG VIÊN ĐẶNG THÙY TRÂM 200M RA ĐƯỜNG PHẠM VĂN ĐỒNG HƠN 1KM SỔ RIÊNG CÔNG CHỨNG TRONG NGÀY 2 LẦU, 3 PHÒNG NGỦ, 2WC, 1 NHÀ BẾP THÍCH HỢP KINH DOANH HOẶC CHO THUÊ DÂN CƯ ĐÔNG ĐÚC DIỆN TÍCH 5X15m2 GIÁ 4.5 TỶ LIÊN HỆ EM TRƯỚC 30 PHÚT ĐỂ HỖ TRỢ ĐI XEM NHÀ",3,0,1
105000000.0,Bình Thạnh,52.0,"117 Xô Viết Nghệ Tĩnh, P.17, Q.BT",1.0,2.0,"Bán nhà nguyên căn hẻm ngân hàng Eximbank Xô Viết Nghệ Tĩnh, P.17, Q.BT Diện tích 4 x 13m, Kết cấu trệt, 1 lầu, có ban công, phòng khách, bếp, 2 PN, 2 WC..., Ghi chú nhà hoàn thiện nội thất đẹp, máy lạnh, bếp, tủ lạnh đầy đủ, xách vali vào ở luôn. Nhà mát mẻ, xinh xinh, gần trường Phù Đổng, nhà thờ Thị Nghè Pháp lý sổ hồng đầy đủ Giá 5,5 tỷ tặng nội thất",2,0,1
5400000000.0,Quận 11,38.0,"PHÚ THỌ, PHƯỜNG 1, QUẬN 11.aa",3.0,3.0,"BÁN NHÀ HXH PHÚ THỌ, P1, Q11, 38M2, 3 TẦNG, 3PN, CHỈ 5.4 TỶ, 0354095924. CHỦ CẦN BÁN GẤP CHO AI THIỆN CHÍ MUA LH 0354095924. Vị trí Sát mặt tiền Phú Thọ. Diện tích 38m2. Kết cấu 1 trệt 2 lầu, 3pn, 3wc, sân thượng. Pháp lý rõ ràng đầy đủ công chứng ngay. Giá chỉ 5.4 TỶ TLTỐT. LH ngay 0354095924 Quỳnh Nhi nghe máy 247.",3,1,11
3500000000.0,Gò Vấp,70.0,Quận Gò Vấp HCM,2.0,2.0,"Chỉ 3.5 tỷ (50tr/m2) 70m2 4x18m Nguyễn Văn Khối CV Làng Hoa Chỉ 3.5 tỷ 50trm2 70m2 4x18m Nguyễn Văn Khối CV Làng Hoa Nhà P8 CV Làng Hoa Gò Vấp Gía Chỉ 50trm2 Sổ Mới 2023, Công Chứng Trong Ngày ZALO 0976728136 Chuyên Nhà Gò Vấp Quận 12.51",1,0,5
6500000000.0,Tân Phú,62.0,"Nguyễn Hữu Tiến, Tây Thạnh, Tân Phú",4.0,4.0,"Nhà 4 tầng đường ô tô tránh, cạnh TT Mobil Nguyễn Hữu Tiến, 6.5 tỷ Nhà xây kiên cố, gồm 1 trệt 2 lầu và sân thượng thoáng mát. Tổng 4 phòng ngủ, phòng thờ, phòng khách, phòng bếp. Gia đình tặng lại nội thất cho khách thiện chí mua. Hẻm ô tô tránh nhau, vào nhà. Nhà gần Trung Tâm TDTT Tân Phú, trường các cấp, vị trí đi lại thuận tiện, ra Trường Chinh, Cộng Hòa gần. Nhà sổ hồng riêng, nở hậu. Liên hệ xem nhà gọi anh Võ 0909 100 817. Không tiếp trung gian.",3,0,23
5900000000.0,Gò Vấp,60.0,phạm văn chiêu ,4.0,4.0,"Nhà Hẻm Xe Tải Thông Phạm Văn Chiêu, Ph. 9, Gò Vấp, Ngang 4 x 16, 4 Tầng BTCT, Nhỉnh 5 Tỷ. Chính chủ bán nhà chia tài sản cho con, Nhà ngay mặt hẻm xe hơi vào nhà Phạm Văn Chiêu, trung tâm Gò Vấp giao các tuyến đường Lê Văn Thọ, An Hội, Lê Đức Thọ thuận tiện di chuyển quận 1, quận 3, quận 10, đi sân bay Tân Sơn Nhất chỉ 10 phút. Kết cấu 60m2 ngang 4m x dài 12m, gồm 4 Tầng BTCT, với 4 PN, phòng khách lớn, bếp, sân để xe, sân thượng thoáng mát Sổ hồng riêng vuông vức như tờ A4 đẹp, hoàn công đầy đủ công chứng ngay. Giá 5.9 tỷ thương lượng chính chủ Liên hệ NGAY Xuân Nghi để xem nhà miển phí 0987581589",4,0,5
4550000000.0,Tân Bình,45.0,"LẠC LONG QUÂN, Phường 8, Quận Tân Bình, Tp Hồ Chí Minh",3.0,3.0,"Bán nhà Lac Long Quân , Phường 8 , Tân Bình ,45m2 , 2 tầng ,giá 4,55ty Bán nhà 1 xẹc ngay Lạc Long Quân, phường 8 Tân Bình , Hẻm Xe Tải cách nhà 30, hẻm trước nhà 2 m Dt 4x 12 , 2 tầng 3 phòng ngủ Nhà có hẻm bên hông cực thoáng Giá chỉ 4,55 tỷ thương lượng giá quá tốt , chỉ có 100tr m2 tại ngay P8, Tân Bình , ngay trung tâm chợ Tân Bình , Bẩy Hiền , BV Thống Nhất",2,2,22
3200000000.0,Gò Vấp,50.0,Quận Gò Vấp HCM,2.0,2.0,"Siêu Hiếm 5.6x10m (2 Tầng) chỉ 3.2tỷ Phan Huy ích P12 Siêu Hiếm 5.6x10m 2 Tầng chỉ 3.2tỷ Phan Huy ích P12 Nhà Thật Gửi Bán Kết Cấu 2 Tầng, 2PN 2WC, Bếp, Khách. Vị Trí Phan Huy ích Giáp Quang Trung Phường 12 Gò Vấp. Nhà Đang Cho Thuê, Thích Hợp ở Hoặc Đầu Tư. ZALO 0976728136 THANH QUANG 50 . Chuyên Nhà Gò Vấp Quận 12.",2,0,5
2750000000.0,Tân Bình,46.0,Thành phố Hồ Chí Minh,2.0,1.0,"Tương lai ra mặt tiền, Phạm Văn Bạch, 46m2, 4.6x10, xây dựng tự do, 2.75 tỷ Tương lai ra mặt tiền, Phạm Văn Bạch, 46m2, 4.6x10, xây dựng tự do, 2.75 tỷ Nhà cấp 4 cũ tiện xây mới, chủ tặng GPXD 4 tầng. Tương lai nhà 2 mặt tiền đường lộ giới 12m, hẻm sau nhà 2m. Đất dân cư hiện hữu, dân trí cao, tiện ích đầy đủ. Thuận tiện di chuyển Gò Vấp, Tân Phú, Q.12, Sổ hồng riêng vuông, hoàn công đủ, pháp lý chuẩn. LH 0902177052",4,1,22
3200000000.0,Gò Vấp,41.0,"151B đường số 30, Gò Vấp",2.0,2.0,"Nhà mặt tiền Gò Vấp, 1 trệt 1 lầu dt 41m2 công nhận đủ giá 3,2 tỷ thương lượng tốt Vị trí 151B đường 30, phường 6, Gò Vấp. Khu dân cư hiện hữu, tiện ích xung quanh đã có đủ, gần sân bay, nhà mặt tiền đường dễ di chuyển đi các quận. Hiện trạng 1 trệt 1 lầu, 2 PN, 2WC đã tu sửa lại bảo đảm đẹp hơn trong hình, chỉ việc vào ở ngay. Dt 41m2 côg nhận đủ, giấy tờ pháp lý rõ ràng. Chủ thiện chí bán chưa tới 80trm2, tổng giá chào 3,2 tỷ còn giảm tốt cho khách. Nhà hiện đang trống giao ngay, lh 0329_471_654 Phi để trao đổi thêm. Cảm ơn.",2,1,5
4700000000.0,Gò Vấp,56.0,Quận Gò Vấp HCM,3.0,2.0,"HXH 4m, 56m2 4x14m 2 Tầng 3PN, Phan Huy ích, Nhĩnh 4 tỷ HXH 4m, 56m2 4x14m 2 Tầng 3PN, Phan Huy ích, Nhĩnh 4 tỷ Chính Chủ Tha Thiết Gửi Bán Kết Cấu 3 Phòng Ngủ, Tặng Full Nội Thất 500tr. Vị Trí Khu Phân Lô Đồng Bộ Phan Huy ích Cách 100m. Sổ Vuông, Hoàn Công Đầy Đủ, Công Chứng Nhanh. Liện Hệ 0976728136 em Quang, Chuyên Nhà Gò Vấp 49.",2,0,5
12800000000.0,Thủ Đức,115.7,"Đường Số 8, Phường Linh Chiểu, Quận Thủ Đức, TP HCM",4.0,3.0,"Bán nhà 1trệt 3lầu, Ngay Vincom Thủ Đức, P. Linh Chiểu, dt 115,7 m² Giá 12,5 Tỷ Bán nhà 1trệt 3lầu, Ngay Vincom Thủ Đức, P. Linh Chiểu, dt 115,7 m² Giá 12,5 Tỷ GIÁ 14,5 TỶ GIẢM CÒN 12.5 TỶ BÁN NHÀ 3 LẦU TRUNG TÂM, P. LINH CHIỂU MẶT TIỀN ĐƯỜNG SỐ 8 , CÁCH VINCOM THỦ ĐỨC 500m Diện Tích đất 115,7 m². Ngang 5,65m Diện tích sàn 239 m² Nhà 1T3L gồm sân trước rộng đủ để 1 oto 7 chỗ, 4 xe máy, Tầng trệt phòng khách, bếp, 1toilet và hồ cá Lầu 1 2 phòng ngủ Lầu 2 1 phòng ngủ và 1 phòng thờ Lầu 3 1 phòng giặt, 1 sân phơi đồ, 1 wc và 1 phòng để tụ tập bạn bè ăn uống. Liên hệ 0898 408 677 xem nhà, làm việc chính chủ",4,1,21
4950000000.0,Bình Thạnh,60.0,"110/2 Xô Viết Nghệ Tĩnh, P.17, Q.BT",1.0,2.0,"Bán nhà nguyên căn hẻm ngân hàng Eximbank Xô Viết Nghệ Tĩnh, Q.BT Bán nhà nguyên căn hẻm ngân hàng Eximbank Xô Viết Nghệ Tĩnh, P.17, Q.BT Diện tích 4 x 15m, Kết cấu trệt, 1 lầu, có ban công, phòng khách, bếp, 2 PN, 2 WC..., Ghi chú nhà hoàn thiện nội thất đẹp, máy lạnh, bếp, tủ lạnh đầy đủ, xách vali vào ở luôn. Nhà mát mẻ, xinh xinh, gần trường Phù Đổng, nhà thờ Thị Nghè Pháp lý sổ hồng đầy đủ Giá 4,95 tỷ tặng nội thất, có thương lượng giá LIÊN HỆ XEM NHÀ Minh MG 0913 11 77 77",2,0,1
4000000000.0,Gò Vấp,64.0,Quận Gò Vấp HCM,3.0,3.0,"64m2 / 3Tầng ( 4x16m), 4 tỷ Thương Lượng, Phạm Văn Chiêu 64m2 3Tầng 4x16m, 4 tỷ Thương Lượng, Phạm Văn Chiêu Sổ Hồng Riêng Chính Chủ Kết Cấu 3 Lầu Sân Thượng BTCT, DTSD 170m2, 4PN Vị Trí Ngay Chọ Thạch Đà Phạm Văn Chiêu Không Quy Hoạch, Lộ Giới, Công Chứng Nhanh ZALO 0976728136 THANH QUANG 08 Chuyên Nhà Gò Vấp Quận 12",4,0,5
5200000000.0,Gò Vấp,66.0,Quận Gò Vấp HCM,3.0,3.0,"Nhĩnh 5 tỷ, 66m2 = 4x16.5m (3 Tầng BTCT) đường Quang Trung Nhĩnh 5 tỷ, 66m2 4x16.5m 3 Tầng BTCT đường Quang Trung Nhà Mới ở Ngay Kết Cấu 1 Trệt 2 Lầu Bê Tông Cốt Thép, 3PN 3WC, DTSD 120m2 Vị Trí Quang Trung Phạm Văn Chiêu Sổ Không Quy Hoạch, Lộ Giới, Chính Chủ, Công Chứng Nhanh ZALO 0976728136 THANH QUANG 48 Chuyên Nhà Phố Gò Vấp Quận 12",3,0,5
4600000000.0,Tân Phú,60.0,"Lê Trọng Tấn, Tây Thạnh, Tân Phú",4.0,4.0,"Nhà 4 tầng, hẻm 8m tiện kinh doanh, Lê Trọng Tấn ND, 4.6 tỷ Nhà đẹp 4 tầng, hẻm thẳng 1 trục 8m Nguyễn Thị Tú, ô tô tránh nhau. Kết cấu 4 tầng đúc BTCT, thiết kế 1 trệt 2 lầu, sân thượng, gồm 4 phòng ngủ, 4 vệ sinh. Nhà ngay ngã tư Gò Mây, tiện di chuyển qua các quận. Nhà phù hợp gia đình lớn ở vừa kinh doanh, mở Cty, cho thuê. Sổ nhà vuông vức, pháp lý chuẩn. Liên hệ anh Võ 0909 100 817. Không tiếp trung gian.",3,0,23
2600000000.0,Tân Bình,25.0,Hẻm 870 Lạc Long Quân,1.0,1.0,"Nhà HXH Lạc Long Quân, Tân Bình 25m2 giá 2,6 tỷ tl Hẻm 870 lạc long quân phường 8 tân bình. Hẻm rộng 4m rộng rãi. Nhà hiện trạnh như hình, liên hệ để xem và làm việc trực tiếp. Diện tích 4 x 6,5m công nhận 25m Kết cấu 1 trệt 1 lầu ban công rộng rãi thoáng mát, xung quanh đã có đầy đủ tiện ích, vị trí đẹp, qua quận 1 chỉ mất 5 phút, phù hợp gia đình nhỏ, an cư, lạc nghiệp. Giá 2,6 tỷ giảm nhẹ, Lh 0329_471_654 Phi để xem nhà, trao đổi thêm thông tin. Cảm ơn.",2,0,22
